coc_number,dem_share_2012,dem_share_2020,d_dem_share,single_person_hh_share_2012,single_person_hh_share_2024,d_single_person,never_married_share_2012,never_married_share_2024,d_never_married,social_capital_index
LA-506,0.25767804466919514,0.2651850702477007,0.007507025578505577,0.23916239697330594,0.26632435117435826,0.02716195420105233,0.2770409585620941,0.3100947545551132,0.03305379599301911,-0.9138697266003531
LA-507,0.31112667777804615,0.2748801076488582,-0.03624657012918797,0.2720439155807596,0.29853344615693284,0.02648953057617326,0.295305956338425,0.34737306635170667,0.05206711001328168,-0.5288609174954518
LA-508,0.3742366810521851,0.328896498398321,-0.04534018265386408,0.22212385010362082,0.2542222064422662,0.032098356338645356,0.3045979487603492,0.31934180501533244,0.014743856254983256,-1.079030397985793
LA-509,0.4294337246815586,0.424828775609321,-0.00460494907223763,0.2707046528553124,0.3005370588459562,0.029832405990643796,0.3384207800222306,0.37725360035396555,0.03883282033173496,-0.5152598619756376
MA-500,0.7886577784039874,0.8219180579397511,0.033260279535763715,0.3726525699097557,0.36514685160789445,-0.007505718301861253,0.5402754432312892,0.5370753853185795,-0.0032000579127097195,-0.08903294745513034
MA-502,0.5829060208103508,0.6484837453128982,0.0655777245025474,0.28040919675672643,0.2749986428099263,-0.005410553946800123,0.32023133999011566,0.3494178272072013,0.029186487217085666,-0.40064826354808647
MA-503,0.5581034075174767,0.6415915691146972,0.0834881615972205,0.31758554447034876,0.31369564493636165,-0.0038898995339871068,0.2568283355255591,0.26266574414587,0.005837408620310902,0.8131472226622856
MA-504,0.6274725776733279,0.5905676479138728,-0.03690492975945503,0.29246832737010287,0.31324164773866897,0.020773320368566106,0.36148458899095753,0.41597702914830303,0.0544924401573455,-0.8027097484843497
MA-505,0.6039439999324079,0.561308550077036,-0.04263544985537193,0.27585762556554605,0.28662461242382126,0.010766986858275207,0.3281470122829234,0.36100152120410106,0.03285450892117764,-0.837333672494678
MA-506,0.5481896060658014,0.5916742774511483,0.04348467138534695,0.26502421914147317,0.26655172619153966,0.00152750705006649,0.3212419390704914,0.3491163993620132,0.027874460291521796,-0.5455034558361954
MA-507,0.7472610036445192,0.7378701504757352,-0.009390853168783964,0.32674866248983686,0.32701203773679616,0.0002633752469592965,0.3642194323798869,0.3861929835613407,0.021973551181453777,0.1649967264954133
MA-508,0.6383277524099442,0.7311432064367555,0.09281545402681124,0.279015001493416,0.2649385460766459,-0.014076455416770106,0.3418947344730494,0.3716193939781242,0.029724659505074802,-0.0805536191260703
MA-509,0.6383277524099442,0.7311432064367555,0.09281545402681124,0.279015001493416,0.2649385460766459,-0.014076455416770106,0.3418947344730494,0.37161939397812427,0.029724659505074857,-0.0805536191260703
MA-510,0.5829060208103508,0.6484837453128982,0.0655777245025474,0.28040919675672643,0.2749986428099263,-0.005410553946800123,0.32023133999011566,0.3494178272072013,0.029186487217085666,-0.40064826354808647
MA-510_&_MA-516_Shared_Jurisdiction,0.6383277524099442,0.7311432064367555,0.09281545402681124,0.279015001493416,0.2649385460766459,-0.014076455416770106,0.34189473447304936,0.3716193939781242,0.029724659505074857,-0.0805536191260703
MA-511,0.5341832311086742,0.6107009489542774,0.07651771784560324,0.24869994988766184,0.24897209040629598,0.0002721405186341397,0.30552376528419006,0.32739604322278204,0.021872277938591977,-0.39129353668095335
MA-515,0.6039439999324079,0.561308550077036,-0.04263544985537193,0.27585762556554605,0.28662461242382126,0.010766986858275207,0.3281470122829234,0.36100152120410106,0.03285450892117764,-0.837333672494678
MA-516,0.6134436992249591,0.7081133273370356,0.09466962811207646,0.28882952065013434,0.2780767251349994,-0.010752795515134916,0.34695795743561875,0.3712626601477751,0.024304702712156345,-0.09555929563849525
MA-517,0.6383277524099442,0.7311432064367555,0.09281545402681124,0.279015001493416,0.2649385460766459,-0.014076455416770106,0.3418947344730494,0.3716193939781242,0.029724659505074802,-0.0805536191260703
MA-519,0.6039439999324079,0.561308550077036,-0.04263544985537193,0.27585762556554605,0.28662461242382126,0.010766986858275207,0.3281470122829234,0.36100152120410106,0.03285450892117764,-0.837333672494678
MD-500,0.337695884277596,0.3048195979230462,-0.03287628635454981,0.3286960787749238,0.35505076327514423,0.026354684500220438,0.33630527257601206,0.3543026809279067,0.017997408351894617,0.6062719755277923
MD-501,0.887157569227195,0.8909273794888107,0.0037698102616157136,0.39224120018285336,0.4377552137928877,0.04551401361003432,0.515574541063372,0.526639357263251,0.01106481619987898,-0.3476524614914613
MD-502,0.4054876060013046,0.4380836660302031,0.03259606002889848,0.21785079928952042,0.24205511076182523,0.024204311472304813,0.2654993455464051,0.29681490885838996,0.03131556331198487,-0.39004910313676144
MD-503,0.4996113892538279,0.5748426710661114,0.0752312818122835,0.24389090415121675,0.25447167494260237,0.010580770791385613,0.2964753013819465,0.31905767955438114,0.022582378172434636,-0.4359787982525033
MD-504,0.6127548591695664,0.7278754716768921,0.11512061250732575,0.21375530241647206,0.2160657498038244,0.002310447387352338,0.27283069060870174,0.30607357849674693,0.03324288788804519,0.10457838272507372
MD-505,0.5871652053407244,0.6386603428972519,0.05149513755652757,0.29405094291077843,0.30405557675607947,0.010004633845301036,0.33049722705811474,0.366564687506717,0.03606746044860226,-0.3087888733166028
MD-506,0.32985832349468713,0.3771024267124563,0.04724410321776917,0.21917096709335834,0.22123356926188067,0.0020626021685223317,0.25510705092916336,0.2651685862126523,0.010061535283488965,-0.1907848874038507
MD-507,0.40028527911418416,0.3634535547483134,-0.03683172436587073,0.2249735685270714,0.245966252001478,0.02099268347440661,0.26768385870308015,0.290426200507437,0.022742341804356858,-0.8981021921862751
MD-508,0.5396717614177191,0.5689306975591494,0.02925893614143027,0.20549160077574913,0.22737204018122315,0.021880439405474017,0.29206201245819535,0.3210200605715073,0.02895804811331193,-0.567247312190239
MD-509,0.4839745840061785,0.5494952496162199,0.06552066561004138,0.22155471662829157,0.226109810292923,0.004555093664631443,0.27416491850895597,0.3052196026033361,0.031054684094380114,0.17382623074573064
MD-510,0.24279163752234398,0.21468298109010012,-0.02810865643224386,0.282904322486644,0.31920814119891877,0.03630381871227478,0.2344439983942192,0.25056046957159744,0.016116471177378244,0.49038782169730516
MD-511,0.4171724881571136,0.41999978490229184,0.0028272967451782316,0.24780711994155274,0.2920483228742067,0.044241202932653934,0.2624589039822089,0.29657026396053854,0.03411135997832965,0.38868182265616463
MD-512,0.4097454021860069,0.3930102010019919,-0.016735201184015003,0.26380873866446825,0.2815373299006988,0.01772859123623055,0.2878850957535387,0.3400292098501238,0.05214411409658509,0.08126022982015864
MD-513,0.4563359865727437,0.45123041726184254,-0.00510556931090117,0.2706685234159154,0.28354404370430436,0.012875520288388953,0.34039747639145346,0.3526791377534114,0.012281661361957963,0.15878136595527545
MD-600,0.9068631539439939,0.9109051688934369,0.004042014949443007,0.27661282595983255,0.29781678476120366,0.021203958801371103,0.4225395638987509,0.43672456892479516,0.01418500502604425,-0.6232306321859123
MD-601,0.72388993470665,0.805637962253572,0.08174802754692201,0.25783672978558586,0.2606022455743686,0.0027655157887827575,0.31004658627148834,0.33414499948670096,0.02409841321521261,-0.12083042868910544
ME-500,0.5780543920029305,0.5446460653970535,-0.033408326605877,0.2892162962862751,0.30739958999225375,0.018183293705978654,0.27258928775410474,0.2913755415595616,0.018786253805456843,0.0014321496468472565
MI-500,0.4535092754810597,0.3685853981199448,-0.0849238773611149,0.2657624200711969,0.2912957465625043,0.025533326491307407,0.26441931500139254,0.28312456095532607,0.018705245953933525,-0.46620252279343066
MI-501,0.7359212508954376,0.6929953128789645,-0.04292593801647304,0.32557770484217585,0.351259151202342,0.02568144636016617,0.3975209750371163,0.42474531562351664,0.02722434058640033,-1.2549405927008848
MI-502,0.7359212508954376,0.6929953128789645,-0.04292593801647304,0.32557770484217585,0.351259151202342,0.02568144636016617,0.3975209750371163,0.4247453156235166,0.027224340586400275,-1.2549405927008848
MI-503,0.520132323487419,0.4590920738394678,-0.061040249647951184,0.28911723069849604,0.3063362217984319,0.017218991099935854,0.2988628193662651,0.33368306870933984,0.03482024934307476,-1.3757710213899903
MI-504,0.5406558474150912,0.5711579371124784,0.030502089697387214,0.28888272343667826,0.31524337367567773,0.026360650238999472,0.29339167336125643,0.32835577895653817,0.034964105595281736,-0.6253504642681773
MI-505,0.6423655035709661,0.5473994057880645,-0.09496609778290166,0.2992078660464222,0.3072358277457062,0.008027961699283992,0.3245137358905145,0.3566463220706053,0.032132586180090794,-0.967350040206932
MI-506,0.4610880888111622,0.5313496731286901,0.07026158431752788,0.26086308741301645,0.2703547270970356,0.00949163968401917,0.326231910374271,0.3428402585963462,0.016608348222075187,-0.2981897129052778
MI-507,0.5673264154198812,0.5955917414542841,0.028265326034402904,0.30489370236662655,0.31345345906077865,0.008559756694152099,0.36838774248623823,0.3882869056314198,0.019899163145181586,-0.6408958995381208
MI-508,0.6396336982046731,0.6626445523527356,0.023010854148062476,0.32560414234570867,0.3614599099706224,0.035855767624913715,0.43025293208453874,0.4451142481132467,0.014861316028707938,0.11368524023509953
MI-509,0.6818310002143236,0.7364242631586347,0.054593262944311105,0.31057286685497804,0.3095649285951511,-0.0010079382598269238,0.40979146199563826,0.42585872439859923,0.01606726240296097,-0.48332171475642177
MI-510,0.5600457255847004,0.5014871457599167,-0.05855857982478374,0.30023506315707904,0.3245593781266836,0.024324314969604577,0.3322128609668546,0.35729245634548423,0.025079595378629638,-0.5356109061189587
MI-511,0.4934847145738437,0.3987494996092186,-0.09473521496462506,0.26700540022877817,0.27292840420879316,0.005923003980014996,0.2900273459633909,0.3057355879343112,0.0157082419709203,-0.5271315777898986
MI-512,0.4383554233162023,0.45494773183319753,0.016592308516995224,0.2657229949446242,0.27825645797067494,0.01253346302605074,0.23564993969611467,0.25900785267994425,0.023357912983829582,-0.020613337386960782
MI-513,0.5605438049802829,0.5384762542445836,-0.022067550735699326,0.3183656960540704,0.3087162131286462,-0.009649482925424169,0.33975569145325835,0.35986552435483526,0.02010983290157692,0.31995392576229514
MI-514,0.5081076388888889,0.4435927371040585,-0.06451490178483038,0.3003190091949709,0.3256145350908443,0.025295525895873416,0.2876396053029401,0.32752254817318466,0.039882942870244575,-0.7730320993326396
MI-515,0.5049858837600656,0.38483982027192626,-0.12014606348813933,0.24020448775132094,0.2760633993875835,0.035858911636262564,0.26234063419418113,0.2867411274456648,0.02440049325148369,-0.9652302081246671
MI-516,0.5899628252788104,0.5028091125407597,-0.08715371273805073,0.26057903045350744,0.25813500265753264,-0.0024440277959748014,0.2983065217550194,0.3345852349928579,0.03627871323783849,-0.8875030317749499
MI-517,0.470866922258342,0.4031272443206874,-0.06773967793765456,0.26869505746551237,0.33652062679884875,0.06782556933333639,0.2941475317717514,0.3383601514077604,0.044212619636008976,-0.9913748038059356
MI-518,0.38249108418380456,0.3851376176099423,0.0026465334261377427,0.20351934004955563,0.2263195761658709,0.022800236116315264,0.23624503686897333,0.25380419529219395,0.017559158423220617,-0.9115277953739535
MI-519,0.32822775789499886,0.39023085402044144,0.06200309612544258,0.20837126409802953,0.2220816613576722,0.013710397259642682,0.2861344224010934,0.307400057013459,0.021265634612365636,-0.2865574076855281
MI-523,0.5158565884309739,0.4960457707973438,-0.01981081763363013,0.27956120092378756,0.296887382231223,0.017326181307435462,0.2802161471989785,0.28850664581704455,0.008290498618066022,-0.29395004874074776
MN-500,0.6384742227676924,0.7211290069266555,0.0826547841589631,0.3283099612799151,0.34550401951461834,0.01719405823470327,0.37121942232677313,0.3839997542499873,0.01278033192321415,0.4508176228283584
MN-501,0.6805746711906322,0.7322592700244986,0.051684598833866446,0.33822459433460134,0.3495551830549368,0.011330588720335488,0.3872083770039983,0.41114908694591445,0.02394070994191616,0.6712801593839192
MN-502,0.510456712896964,0.4543662658835694,-0.05609044701339466,0.28110844302231003,0.2967691102934773,0.015660667271167272,0.29628179580091224,0.3231681941799822,0.026886398379069976,0.9780616211800169
MN-503,0.4871256674921077,0.5247857321879406,0.037660064695832884,0.22523654458831527,0.23352102073615447,0.008284476147839198,0.2769515967820938,0.30477555650758653,0.02782395972549273,-0.35255774223305425
MN-504,0.5741209055876686,0.4541523435368582,-0.11996856205081041,0.2886030752023795,0.29910269168836884,0.01049961648598935,0.22655599358992093,0.263877343479462,0.03732134988954108,1.1734429744770796
MN-505,0.4196875696660921,0.34080641557800173,-0.07888115408809038,0.23133122985152113,0.2589974504223524,0.027666220570831263,0.27565780739898127,0.30204892590014265,0.02639111850116138,0.35495776314732735
MN-506,0.4796167806612509,0.3755293168731656,-0.10408746378808531,0.28780156819091834,0.3069751035717005,0.019173535380782147,0.27882309467910393,0.31084876734203937,0.032025672662935434,1.372076431013086
MN-508,0.4489332134390583,0.3780930505539414,-0.07084016288511691,0.27890659776248233,0.3053654207241664,0.02645882296168406,0.2612200830097538,0.28524739624114714,0.024027313231393344,1.2857078342785067
MN-509,0.6521967131518367,0.5800498624926106,-0.0721468506592261,0.3247502281288753,0.3442116742237273,0.01946144609485201,0.3219057822218254,0.3521345681701767,0.030228785948351267,0.906581520515335
MN-511,0.44338209632387154,0.3272208445154058,-0.11616125180846576,0.28637664201999524,0.3027831842211288,0.016406542201133578,0.2485170793143841,0.2812378167998852,0.032720737485501084,1.970257781023244
MO-500,0.5693269380019508,0.6219174291757321,0.05259049117378134,0.2985394073007366,0.3269598331758685,0.02842042587513194,0.3122761034252551,0.3427535557102108,0.03047745228495574,-0.2119832082265008
MO-501,0.8381137853418288,0.8367778174714775,-0.0013359678703512845,0.4308852974828375,0.47998150333699124,0.04909620585415375,0.49207366870453906,0.49845512475944664,0.006381456054907586,0.10033871856054372
MO-503,0.387072771013937,0.38169197889281864,-0.005380792121118361,0.22559544846896254,0.24113044343912568,0.01553499497016314,0.25214232228027517,0.27620922200341597,0.0240668997231408,-0.9583724170153978
MO-600,0.3443499960118959,0.34336276217753764,-0.000987233834358281,0.279752949257355,0.2956599522847173,0.01590700302736231,0.27790486294668676,0.29718572953972966,0.0192808665930429,-0.5878753946602342
MO-602,0.2797103135361526,0.24448652401691598,-0.03522378951923663,0.2535170483677857,0.2718544277813431,0.018337379413557398,0.25231060602288635,0.28863562379081764,0.03632501776793129,-0.6392774651512408
MO-603,0.41701351641278694,0.3327961161185061,-0.08421740029428082,0.2964532032520342,0.3182325676123071,0.02177936436027289,0.29598705350681664,0.3121477907526097,0.016160737245793033,-0.36421989439542707
MO-604,0.49452568211360054,0.5098464586828395,0.01532077656923897,0.3138568258361357,0.33575443090945306,0.02189760507331734,0.3320119300325327,0.3617571239786907,0.02974519394615799,-0.18207827906127463
MO-606,0.3534021113438769,0.28162168796208303,-0.07178042338179386,0.26707348965085925,0.28783385742056106,0.020760367769701804,0.25570598577771947,0.2885694909209725,0.032863505143253036,-0.30053160012259766
MS-500,0.5138011359381344,0.5194317471290258,0.005630611190891477,0.2749593079661292,0.31919180039832584,0.044232492432196624,0.3504814130786353,0.3696328571868114,0.019151444108176097,0.10444284160114856
MS-501,0.4485281030651996,0.4117114618675321,-0.03681664119766748,0.2741207498895183,0.2990952322379237,0.024974482348405436,0.3239986840399839,0.3479598881467225,0.02396120410673863,-0.6703840471828932
MS-503,0.3034168856978011,0.2967913599866176,-0.006625525711183522,0.25527039648620214,0.28845793987416274,0.033187543387960594,0.27851783403643565,0.2908789380365839,0.012361104000148226,-1.1899978261772557
MT-500,0.42965768136118543,0.41602819907951893,-0.013629482281666494,0.29761066536414754,0.3128921861435575,0.015281520779409974,0.27323318624202053,0.3028355937794975,0.02960240753747695,0.8097252116442905
NC-500,0.5364777937254127,0.5705942038496292,0.03411641012421651,0.31451525896729554,0.3257464436454588,0.011231184678163253,0.32432037103103817,0.364029333761196,0.03970896273015784,0.4889746003091285
NC-501,0.5635303129438425,0.6072913979374178,0.04376108499357534,0.31763348161884375,0.3034706199990182,-0.01416286161982555,0.28328473512718627,0.3606754612010854,0.07739072607389913,0.05794207691524355
NC-502,0.7670991013359265,0.8167679949420538,0.04966889360612725,0.30906707970928154,0.351089554238017,0.042022474528735476,0.38999383641665825,0.41232354367000223,0.02232970725334399,-0.22611542210826754
NC-503,0.41826924399176746,0.3854172350861876,-0.03285200890557988,0.2637180301408912,0.27740320077820163,0.013685170637310451,0.27323207978040503,0.30011238873704105,0.026880308956636012,-0.5652820347490646
NC-504,0.5827699339847265,0.617326485483986,0.034556551499259514,0.30738047346433545,0.3224678906598458,0.015087417195510378,0.3492856166083376,0.38575231718500974,0.03646670057667212,-0.15757418478169893
NC-505,0.6132993940486112,0.6784403159417065,0.06514092189309528,0.2993364876608776,0.3377918105490143,0.03845532288813669,0.3583399303845315,0.40256396554303914,0.044224035158507646,-0.6818793197952443
NC-506,0.43880644297941374,0.4406162309558159,0.0018097879764021885,0.28568604919749335,0.29904078021203623,0.013354731014542875,0.27833618864852844,0.28676585416339,0.008429665514861573,-0.7124270683203846
NC-507,0.5581237026425371,0.6348911196013771,0.07676741695884004,0.26725812547794775,0.26906720269462703,0.001809077216679278,0.32060628747801645,0.33659034014685785,0.015984052668841398,-0.1667601238048473
NC-509,0.36364014128402244,0.33209554021272625,-0.0315446010712962,0.26021615723684216,0.26951828623667123,0.009302128999829073,0.2603264814918857,0.297747726949209,0.03742124545732328,-0.3477102647219174
NC-511,0.5993452371538376,0.5845565082594584,-0.01478872889437921,0.26945532604428557,0.32094360270657685,0.05148827666229128,0.302650561511697,0.3540888257625442,0.05143826425084719,-1.1652010345516661
NC-513,0.7144883351007423,0.759150053718515,0.04466171861777268,0.2902683579930809,0.30096613302640296,0.010697775033322032,0.40506602187845503,0.4177536459642947,0.012687624085839677,-0.04663630580983017
NC-516,0.35469365965834426,0.322750110330312,-0.031943549328032284,0.2661705208940673,0.2913168356984707,0.025146314804403436,0.2748837547143676,0.2969154062781927,0.022031651563825083,-0.16499350482323746
ND-500,0.39888791711088273,0.3278259157710337,-0.07106200133984902,0.3154495802868719,0.34531576833501454,0.029866188048142617,0.3069798286556471,0.3361806655832088,0.029200836927561702,0.19212673835783528
NE-500,0.3025804338990823,0.25666972596401083,-0.04591070793507146,0.28744866854625944,0.3035136317179798,0.016064963171720348,0.24488063801088375,0.2794077819428742,0.03452714393199044,0.6754652066951183
NE-501,0.46145458279970036,0.5155058252641547,0.05405124246445431,0.28775777296023286,0.3049598466266046,0.01720207366637172,0.31731745668581474,0.3360397683769763,0.018722311691161564,-0.48853415663118
NE-502,0.4983165794823583,0.5400334678610099,0.04171688837865162,0.29390454081812106,0.3166351043049073,0.02273056348678626,0.34735211951900885,0.37753795912238886,0.030185839603380005,0.32504091928063455
NH-500,0.5375423635065418,0.5368665147934453,-0.0006758487130965607,0.25424551725966205,0.2725998470791455,0.018354329819483428,0.2763078767126151,0.2967911382833109,0.0204832615706958,0.347004859418749
NH-501,0.5057144551988689,0.5390339649908137,0.03331950979194476,0.24695766421458631,0.27659713168187744,0.029639467467291125,0.2913909119452328,0.3238956327612669,0.032504720816034116,-0.2197559258614725
NH-502,0.5057144551988689,0.5390339649908137,0.03331950979194476,0.24695766421458631,0.27659713168187744,0.029639467467291125,0.2913909119452328,0.3238956327612669,0.032504720816034116,-0.2197559258614725
NJ-500,0.5850769697294019,0.533888864777281,-0.051188104952120894,0.28094992971549626,0.2865449035661802,0.005594973850683915,0.3387481525074237,0.36013339727102317,0.021385244763599487,-0.7567800533686079
NJ-501,0.5572043664096548,0.5831491239518418,0.025944757542187058,0.24999476873316653,0.23947207618682895,-0.010522692546337586,0.29128057895617354,0.3112322862681737,0.019951707312000133,-0.431032523393885
NJ-502,0.5911599883991805,0.5993448088702799,0.008184820471099363,0.25508996498007486,0.2673934387378542,0.012303473757779348,0.3001389913123576,0.3254368663098038,0.02529787499744618,-0.4571771190751534
NJ-503,0.6177432222120502,0.5788873800915094,-0.03885584212054083,0.2589434373186014,0.2708585339120474,0.011915096593445973,0.33795026201361555,0.36208049906472306,0.024130237051107506,-0.8083288322247436
NJ-504,0.786043637716594,0.7795030602258286,-0.00654057749076542,0.29630604102316427,0.30634983176354336,0.010043790740379088,0.42269749784407656,0.4296790684873871,0.0069815706433105085,-0.6811727091011559
NJ-506,0.7832532727635476,0.7341776249241352,-0.04907564783941243,0.29279557156722436,0.3139628005686027,0.02116722900137835,0.4202574135989869,0.42120549980424765,0.0009480862052607675,-1.7453284143981898
NJ-507,0.6397361220687224,0.6119545490199261,-0.02778157304879636,0.22699283575056847,0.2283434378878557,0.0013506021372872157,0.32956340804888157,0.3391894600855311,0.009626052036649513,-1.1447093244231041
NJ-508,0.47440301006919455,0.4859058855692457,0.011502875500051135,0.25864393287711684,0.2642663043478261,0.005622371470709264,0.29667707211209576,0.30877025774289746,0.012093185630801695,-0.6698669379957426
NJ-509,0.44490943743252787,0.5216039862379879,0.07669454880546,0.2358161948005698,0.2451292400838314,0.0093130452832616,0.2720324125008164,0.2968528150740343,0.024820402573217937,-0.3066690412343378
NJ-510,0.4112166062369862,0.3542628026429732,-0.056953803594012975,0.2840696057765619,0.28012696694184375,-0.003942638834718126,0.25297852099687423,0.2907609220908251,0.03778240109395087,-1.0161061780990273
NJ-511,0.6424308253301487,0.5838692753701844,-0.05856154995996432,0.25328109092030976,0.2356876201546922,-0.01759347076561757,0.3979633390982585,0.3983934247830694,0.00043008568481089915,-1.1623745917753125
NJ-512,0.5066258217739993,0.43472647571008227,-0.07189934606391701,0.27134268537074147,0.30334862754568137,0.032005942174939905,0.31214757832630047,0.3593823029034007,0.04723472457710021,-0.04380986303347683
NJ-513,0.5282906618506321,0.606942222756034,0.07865156090540193,0.23329743251224677,0.2334826684607269,0.00018523594848013358,0.2791927497686879,0.3071576527908721,0.027964903022184184,-0.5016935928027185
NJ-514,0.6879036722642554,0.703507432265621,0.01560376000136554,0.27013937924047526,0.29104736528026426,0.020907986039788995,0.3647530415621557,0.3772404324912534,0.012487390929097675,0.19573116226246906
NJ-515,0.6716714888544981,0.6803078558384317,0.008636366983933552,0.2541530666926487,0.22864859280685965,-0.025504473885789053,0.36091157609190466,0.37188647159862415,0.010974895506719484,-0.7080239154765126
NJ-516,0.40572799113026853,0.4326334265666925,0.026905435436423986,0.22681684911197744,0.24657278820177223,0.019755939089794783,0.26490195219199264,0.2834613315182615,0.018559379326268832,-0.35503975610787725
NM-500,0.586197777924689,0.6252404063351102,0.039042628410421276,0.31064774408985696,0.3616946006059651,0.05104685651610813,0.3439795978035949,0.3802070103576231,0.03622741255402823,-0.9567508797956069
NM-501,0.5408874206767301,0.5296977226545432,-0.011189698022186945,0.2732079131817028,0.30633324031196585,0.03312532713026306,0.3171751945128621,0.3632559802305169,0.04608078571765484,-0.8635984789837464
NV-500,0.5742891269225274,0.5477479198728514,-0.026541207049675997,0.2662764132757915,0.27886954243273765,0.012593129156946159,0.3247027312465542,0.36052148059150985,0.03581874934495566,-1.5955269472514626
NV-501,0.5189163611839315,0.5232913099446272,0.004374948760695774,0.286369925629432,0.28481254014129737,-0.0015573854881346105,0.3041238783245327,0.34367678236113636,0.039552904036603664,-0.8479328329060032
NV-502,0.3484620218186223,0.3045305213772056,-0.04393150044141669,0.2621143923503751,0.2787709681307267,0.016656575780351623,0.2420272519450128,0.278208936815978,0.036181684870965236,-0.6199284893061424
NY-500,0.6189978358581655,0.6078129922160864,-0.011184843642079056,0.3099997964210826,0.3298799100581607,0.01988011363707809,0.3659371939074014,0.3869574977194248,0.021020303812023355,-0.631003349820884
NY-501,0.45390208093400264,0.38043387799262074,-0.0734682029413819,0.28588349405713037,0.3204231712865744,0.03453967722944401,0.2915293876350752,0.3252666305557553,0.03373724292068009,-0.3760689229952816
NY-503,0.6762167037072825,0.6607153531931852,-0.01550135051409729,0.33554787485530757,0.3596579140776375,0.024110039222329904,0.4004942152573321,0.42395930962691847,0.02346509436958638,0.40771437048896986
NY-504,0.45102079041018917,0.3490333196215549,-0.10198747078863424,0.3034331719053641,0.3291111459476407,0.025677974042276563,0.2876739808042465,0.3249872253449157,0.0373132445406692,-0.3222144765042812
NY-505,0.612318470235802,0.5532524218492408,-0.059066048386561154,0.29975662444772266,0.3255014568295534,0.02574483238183073,0.3426388573017385,0.3644474759813485,0.021808618679610037,-0.6089582864319476
NY-507,0.6061905905768505,0.5800754036554381,-0.02611518692141246,0.3354101230626641,0.3296762428626947,-0.005733880199969399,0.34085167236037184,0.3597213906215657,0.01886971826119388,-0.7914039773789363
NY-508,0.5705834449693404,0.5275247789812537,-0.04305866598808672,0.3177929222053738,0.3403839479297142,0.022591025724340408,0.3395793069625223,0.3656722788939736,0.02609297193145127,-0.5698548908426135
NY-510,0.709351738299632,0.7518506094151851,0.04249887111555306,0.3302892722791542,0.341839447102605,0.011550174823450776,0.4849932636679611,0.48889200742691824,0.003898743758957157,-0.1490948564526389
NY-511,0.5128823665384455,0.4682531290254359,-0.04462923751300962,0.2991127780565409,0.32831461054214034,0.029201832485599433,0.32300687043828225,0.366175005191013,0.043168134752730736,-0.25368658703526026
NY-512,0.5868504877563209,0.5288437955827492,-0.05800669217357168,0.29425193895421564,0.328569714782713,0.03431777582849738,0.35002008169080256,0.3773448186624275,0.027324736971624908,-0.7059040833942477
NY-513,0.5056557215580969,0.45225049845361637,-0.05340522310448054,0.26103709508535033,0.3010704847852679,0.04003338969991754,0.2695105402613289,0.2928784968460288,0.023367956584699867,-0.49253564206062567
NY-514,0.48070791157525306,0.3984639282015878,-0.08224398337366523,0.3088080072793449,0.33274024684883785,0.023932239569492975,0.30603806290852625,0.33855922463990196,0.0325211617313757,0.019785099434473406
NY-516,0.6462594764697468,0.5265210161133093,-0.11973846035643754,0.2752985543683218,0.31028728096316605,0.034988726594844255,0.3449718655316693,0.3357404500261643,-0.009231415505504992,-0.9616971546542255
NY-518,0.4983625667501519,0.4263247782904784,-0.07203778845967351,0.2959531765673655,0.32139675838868725,0.02544358182132178,0.3298127117361988,0.35107455058291664,0.02126183884671784,-0.5494146864637212
NY-519,0.5373959328510987,0.516790825163536,-0.02060510768756263,0.29355460322359733,0.3135813825359393,0.02002677931234198,0.30751641054906237,0.30374518678671975,-0.0037712237623426237,-0.09270364508634159
NY-520,0.6256827887575728,0.5073459465172815,-0.11833684224029128,0.3019204040402867,0.32160777848350436,0.019687374443217664,0.31378267214509314,0.307848274603519,-0.0059343975415741546,-0.3044249364063306
NY-522,0.5402194981402902,0.4064523252662538,-0.13376717287403644,0.2610647408504976,0.3003384831108637,0.03927374226036612,0.30696224935776895,0.3277614545268322,0.02079920516906325,-0.7850771153806048
NY-523,0.5271015174124268,0.5043004499403141,-0.022801067472112746,0.2752353547602253,0.2951373383937012,0.019901983633475895,0.272425285781548,0.2930686718284598,0.020643386046911794,-0.6782922661122897
NY-600,0.8288291023928094,0.7704677144832104,-0.058361387909598994,0.3159337108982643,0.33013412940193665,0.014200418503672374,0.4345563552955187,0.443543018924307,0.00898666362878825,-1.4626023055088013
NY-601,0.5625368223553618,0.5491218015709807,-0.01341502078438117,0.2612916999275995,0.30848419694689316,0.04719249701929368,0.33274125251634346,0.35539000704061924,0.022648754524275783,-0.7914039773789363
NY-602,0.549473765971494,0.4990806223479491,-0.05039314362354491,0.22796772647387764,0.2434563661549117,0.015488639681034061,0.3198019255703606,0.34372422892957283,0.02392230335921225,-1.0175193994872038
NY-603,0.5475218658892128,0.5211197233069832,-0.026402142582229615,0.1987595909738365,0.20773349343648775,0.008973902462651256,0.30817180627611596,0.3338187499671595,0.025646943691043533,-1.1508886429135643
NY-604,0.6410107267619777,0.6825352585251266,0.041524531763148964,0.2715376291226945,0.27330291242817356,0.0017652833054790373,0.3278677147109544,0.34595698000498637,0.018089265294031986,-0.666034681614931
NY-606,0.5514825169997584,0.5087792305420571,-0.04270328645770127,0.20639017896159592,0.20809788311400765,0.0017077041524117265,0.31239552982271857,0.33021580214829543,0.01782027232557687,-0.2141030403087658
